matricule,prenom,nom,grade,specialite,certifications,statut_medical,genre,service,date_derniere_eval,date_naissance,date_affectation,date_derniere_formation
EMP07820,Emmanuel,Remy,Agent Principal,Achats,Aucune,APTE,M,Direction,2024-09-30,1978-09-22,1993-01-17,2017-09-30
EMP93597,Théophane,Schmitt,Technicien,RH,Formation sécurité,EN_ATTENTE,F,Service D,2024-08-31,1970-04-21,1999-11-30,1993-05-31
EMP67799,Gontran,Chauvin,Agent Principal,Logistique,Aucune,APTE,F,Service D,2023-05-31,1990-07-14,2008-07-22,1900-01-01
EMP77981,DOMIniQuE,Renard,Agent Principal,Maintenance,Niveau 1,APTE,F,Service B,2024-10-31,1977-01-16,1993-05-30,2023-11-30
EMP81161,Yseult,Pothier,Technicien en chef,Maintenance,Aucune,APTE,F,Service B,2023-04-30,1993-10-26,2017-12-14,2001-11-30
EMP04689,Mélissa,Dufresne,Technicien,RH,Aucune,APTE,F,Service E,2024-05-31,1962-06-07,2007-11-19,2016-12-31
EMP84888,Calixte,Chauvin, Technicien,RH,Niveau 2,,M,Direction,1900-01-01,1961-08-13,2023-06-22,2010-07-31
EMP13184,AlberT,MAthieu,Ingénieur,Achats,Aucune,APTE,F,Service B,2024-11-30,1989-12-20,1995-09-19,2014-05-31
EMP23679,Martin,Leclerc,Agent  Principal,Logistique,Niveau 2,APTE,M,Service C,2023-09-30,1985-04-07,2024-01-31,2001-04-30
EMP93917,Gaël,Chéreau,Ingénieur,Informatique,Aucune,APTE,M,Service A,2023-06-30,1981-06-02,1987-12-01,2019-07-31
EMP40022,Christian,Daniel,Technicien,Achats,Formation sécurité,APTE,M,Service B,2024-08-31,1962-06-05,2016-04-18,1998-02-28
EMP22421,Salomé,François,Agent,Qualité,Habilitation spéciale,APTE,F,Service B,1900-01-01,1997-05-21,2017-05-25,1998-03-31
EMP95748,Marianne,MeNard,Technicien,Maintenance,Niveau 2,APTE,F,Service B,2023-07-31,2001-01-02,1994-12-18,2022-01-31
EMP32547,Rachel,Leger,Agent,Logistique,Niveau 1,RESTRICTION,M,Service D,2024-10-31,1962-12-07,1990-02-22,2009-06-30
EMP10079,Franck,Chéreau,  Agent,RH,Niveau 1,APTE,F,Service D,2023-03-31,1962-06-30,2010-04-01,1990-05-31
EMP08030,Séverine,Lamy,Technicien,Maintenance,Aucune,APTE,M,Service B,2024-07-31,1998-04-26,2003-10-30,1985-04-30
EMP50892,Dieudonné,Dupuy,Cadre B,Qualité,Niveau 1,APTE,M,Service C,2023-05-31,2007-07-25,1994-10-30,1989-02-28
EMP08885,Gilbert,Bouvier,Technicien en chef,Juridique,Niveau 1,APTE,F,Service A,2024-06-30,1974-11-20,2017-10-15,1996-12-31
EMP16311,Philibert,Carre,Ingénieur,RH,Niveau 1,APTE,M,Service E,2024-11-30,1966-05-14,2011-05-17,1980-11-30
EMP73977,Isabelle,Lamy,Technicien,Informatique,Aucune,,M,Service A,2023-08-31,1961-01-03,1999-05-27,2015-09-30
EMP37182,Gaël,Lefort,Ingénieur,Finance,Aucune,APTE,M,Direction,2023-05-31,2004-09-03,2022-07-09,2023-09-30
EMP12944,Cédric,Caron, Agent_Principal,Informatique,Aucune,APTE,M,Service B,2024-08-31,2008-06-04,2018-05-16,1900-01-01
EMP32412,Jérémy,Lacroix,Agent,Maintenance,Habilitation spéciale,APTE,M,Service D,2023-08-31,1994-06-18,2024-10-10,1989-10-31
EMP36820,Lancelot,Benoit,Technicien,RH   ,Formation sécurité,EN_ATTENTE,M,Service E,2023-06-30,1982-04-25,2000-01-22,2006-08-31
EMP55602,Tanguy,Lebreton,Agent,Finance,Aucune,RESTRICTION,M,Direction,2024-04-30,1990-02-19,1996-07-15,1997-07-31
EMP58170,Maéline,Pellegrin,Agent,Informatique,Niveau 1,APTE,M,Service D,2024-02-29,1961-10-03,1900-01-01,1900-01-01
EMP57160,Georges,Cousin,AGent,Logistique,Niveau 1,apte,M,Service C,2023-05-31,1975-09-15,1983-02-09,1991-04-30
EMP65901,Oriane,Lacombe,Agent Principal,Informatique,Niveau 1,EN_ATTENTE,M,Service D,2024-12-31,1996-08-02,2010-01-14,2014-11-30
EMP69308,Côme,Guegan,Technicien,Juridique,Niveau 2,EN_ATTENTE,M,Direction,2023-04-30,1988-03-04,2010-09-09,2000-12-31
EMP72626,Amélie,MAiLlaRD,Technicien,Logistique,Niveau 2,APTE,F,Service D,2024-06-30,1964-12-08,2014-08-28,1988-07-31
EMP82583,Candice,Daniel,Technicien,Achats,Aucune,RESTRICTION,F,Service E,2024-12-31,1984-04-21,1989-10-06,2019-03-31
EMP94554,Frédéric,Pothier,Agent,Qualité,Niveau 1,APTE,F,Service E,2023-07-31,1971-05-04,2009-01-21,2022-06-30
EMP15874,Irène,Bernard,Technicien,Juridique,Niveau 1,apte,M, Direction,2024-10-31,2000-11-23,1986-08-16,2003-04-30
EMP53760,Cyril,Caron,Technicien,Maintenance,Aucune,APTE,F,Service A,2023-06-30,1998-05-04,1980-08-04,1996-10-31
EMP89370,Mélissa,Laurent,Agent Principal,Qualité,Niveau 1,RESTRICTION,M,Service E,1900-01-01,2003-01-28,1993-11-04,1900-01-01
EMP55651,Mathéo,Talbot,Agent,Qualité,Niveau 2,apte,M,Service A,2024-02-29,1987-08-18,2012-10-24,1983-03-31
EMP34751,Stanislas,Leclercq,Technicien   ,Juridique,Habilitation spéciale,APTE,M,Service D,2024-10-31,1996-12-01,2023-05-27,1992-09-30
EMP56795,Marion,Navarro,Technicien,Maintenance,Aucune,APTE,F,Service C,2023-11-30,1966-03-01,1991-12-20,1983-05-31
EMP73770,Pascal,Delorme,Technicien,Achats,Niveau 2,apte,M,Service A,2024-07-31,1973-11-20,1987-06-14,1997-08-31
EMP70631,Gilles,Fleury,Technicien en chef,Logistique,Aucune,APTE,M,Service E,2023-03-31,1973-06-03,1991-01-18,2021-02-28
EMP79517,Maxime,Loyer,Technicien en chef   ,Finance,Niveau 2,apte,F,Service_E,2024-02-29,1981-01-29,1993-03-20,1985-03-31
EMP33437,ProsPeR,Guyot,Agent,Achats,Aucune,APTE,F,Service A,2024-09-30,2007-10-05,1995-09-22,2020-05-31
EMP61678,Séverine,Roussel,Ingénieur en chef,Maintenance,FORmAtioN_sÉCurITé,APTE,M,Direction,2023-11-30,1979-07-27,2001-02-04,2020-03-31
EMP26859,Daphné,REmy,Agent Principal,Finance,Niveau 1,APTE,Homme,Service D,2023-08-31,1997-06-09,2006-02-12,1990-03-31
EMP20198,Aristide,Aubry,Agent Principal   ,Finance,NiVeaU_2,APTE,F,Service B,2024-02-29,1993-10-11,1988-08-09,2023-08-31
EMP42583,Eunice,Pelletier,Agent Principal,AchATS,Aucune,,F,Service E,2024-02-29,1972-12-01,1992-07-26,2014-12-31
EMP92145,Éléonore,David,Ingénieur,Informatique,Niveau 2,APTE,M,Service B,2023-12-31,1969-01-11,1900-01-01,2009-03-31
EMP41129,Vivien,Durand,Ingénieur en chef,Qualité,NIvEau-2,APTE,M,Service D,2024-04-30,2002-02-21,1991-09-19,1900-01-01
EMP96563,Tanguy,Chevalier,Technicien en chef,Juridique,Niveau 1,APTE,F,Service C,2024-08-31,1968-09-19,2006-10-09,2024-05-31
EMP53776,MorgaNe,André,Ingénieur en chef,Juridique,Aucune,APTE,F,Service D,2023-03-31,1989-12-31,2015-03-05,2020-06-30
EMP46625,Isabelle,Lambert,Technicien,Maintenance,Aucune,APTE,F,Service E,2024-02-29,1985-12-30,2018-02-12,2005-01-31
EMP58560,Zéphirine,Girard,Ingénieur,Maintenance,AucUne,APTE,M,   Service D,2025-01-31,1979-03-23,2016-04-13,2007-06-30
EMP17671,Valentin,Chauvin,Agent Principal,Qualité,Niveau 1,APTE,F,Service E,2023-06-30,1982-05-18,2020-11-01,1987-02-28
EMP97385,Eunice,Morin,Agent Principal,Logistique  ,Aucune,apte,M,Service C,2023-06-30,1968-02-19,2005-12-25,2021-05-31
EMP41086,Armand,Prevost,Technicien en chef,Logistique,Niveau 2,APTE,M,Service D,2024-03-31,1969-07-02,1998-12-08,1900-01-01
EMP10909,Isidore,VandAmMe,Agent,Finance,Niveau 2,RESTRICTION,F,Direction,2023-05-31,1998-01-11,2002-08-04,1900-01-01
EMP01698,Élias,Julien,Cadre B,Achats,Aucune,RESTRICTION,Femme,Service D,2023-12-31,1994-02-03,2005-12-13,2003-07-31
EMP23983,Gaëlle,Chauvin,Ingénieur,Informatique,Niveau 1,APTE,M,Direction,2024-07-31,1977-05-30,2014-12-11,1900-01-01
EMP85790,Manon,Lacoste,Technicien,Informatique,Niveau 2,RESTRICTION,F,Service C  ,2023-09-30,1988-11-12,1998-09-12,2019-04-30
EMP41250,Christine,Lacombe,Technicien,Finance,Aucune,APTE,M,Service D,2024-07-31,1966-10-31,2007-07-14,2023-07-31
EMP07096,Briac,Simon,Agent Principal  ,Qualité,Niveau 1,APTE,M,Service D,2024-09-30,2000-03-27,1999-07-07,1900-01-01
EMP73178,Hector,Faure,Technicien en chef,Achats,Niveau 2,APTE,F,Service-C,2024-04-30,1986-10-24,2007-11-25,1994-04-30
EMP43356,Étienne,François,Ingénieur,LOgiStIque,Habilitation spéciale,APTE,F,Service A,2023-11-30,2004-04-04,2000-09-18,1994-08-31
EMP05731,Nina,Leroux,Technicien en chef,  Qualité,Aucune,RESTRICTION,M,Service B,2023-08-31,1965-11-25,2016-02-24,1997-02-28
EMP84703,Cédric,Garnier,Technicien,   Informatique,Niveau 2,APTE,F,Service A,2024-12-31,1986-09-23,1997-09-16,1900-01-01
EMP90827,Ghislain,Legrand,Ingénieur en chef,Achats,Niveau 1,RESTRICTION,M,Service A,2023-03-31,1967-05-29,2001-06-26,1983-01-31
EMP30506,Nathalie,Delattre,Agent Principal,Achats,Aucune,EN_ATTENTE,M,Service A,2024-01-31,2004-10-12,1900-01-01,1900-01-01
EMP64957,Héloïse,Delorme,Agent,Informatique,Niveau 2,APTE,M,Service D,2024-01-31,1995-07-10,2003-06-27,1982-11-30
EMP67280,Honorine,Girard,Cadre B,INformAtiQue,Aucune,APTE,F,Service A,2023-06-30,1982-09-15,2022-04-24,1994-01-31
EMP58098,Alexandre,LELievre,Agent Principal,Achats,FormaTion-SécURité,APTE,F,Service C,2023-11-30,1971-12-14,1988-01-17,1999-04-30
EMP74775,Joséphine,Barbier,Technicien en chef,Qualité,Aucune,APTE,M,Service_B,2024-08-31,2003-12-15,1900-01-01,1980-01-31
EMP55339,Gabrielle,Barre,CaDre_A,Juridique,Aucune,APTE,Femme,SErVIce E,2023-12-31,1972-05-27,2019-08-03,2004-04-30
EMP18282,Pascal,Bouvier,Technicien, Achats,Aucune,APTE,F,Service D,2023-11-30,1993-06-29,2014-06-04,1988-09-30
EMP87687,Louisa,Delorme,Agent,Juridique,Aucune,aptE,M,Service C,2023-07-31,2006-02-09,2016-08-01,2001-10-31
EMP97237,Izia,Chevalier,Agent,Maintenance,Formation sécurité,APTE,M,Service B,2023-06-30,1967-08-21,1988-06-25,2013-12-31
EMP29539,Marc,Menard,TecHNIcieN,Logistique,Niveau 1,RESTRICTION,M,Service C,2023-05-31,1988-12-05,2009-06-19,1995-06-30
EMP97901,Maël,Blanchard,Technicien,Qualité,Aucune,APTE,F,Direction,2023-12-31,1964-10-12,2018-11-26,1991-03-31
EMP79862,Titouan,Barre,Agent ,Finance,Niveau 2,APTE,F,Service B,2023-09-30,1992-04-30,2020-05-19,2020-10-31
EMP24981,François,Carre,Agent,Logistique,Aucune,RESTRICTION,F,Service E,2024-04-30,2005-12-20,2006-10-21,2006-10-31
EMP14628,Evariste,Rolland,TEchnicieN-EN-chef,Qualité,Aucune,APTE,Femme,Service  A,2024-01-31,1997-10-07,2021-02-19,2014-12-31
EMP08579,Apollin,LopEs,Cadre B,Qualité,Niveau 1,APTE,M,Direction,2023-06-30,1991-01-02,2023-01-17,2011-04-30
EMP91983,Éric,Leblanc,Ingénieur,Achats,Aucune,APTE,M,Service-E,2024-11-30,1995-04-12,1983-12-04,2006-06-30
EMP89113,Théodule,Delaunay,Ingénieur en chef,Achats,AucUne,RESTRICTION,M,Direction   ,2025-01-31,1995-02-08,1994-12-02,2011-10-31
EMP44858,Marguerite,Barre,Agent,Juridique,Aucune,APTE,M,DiREction,2024-07-31,1999-03-09,2003-03-27,2021-02-28
EMP59762,Inès,Serrano,Cadre A,Juridique,Formation sécurité,EN_ATTENTE,M,Service D,2024-07-31,1994-01-06,1980-01-11,1991-12-31
EMP69313,Gaëlle,Lemoine,Agent,Juridique,Niveau 2,,M,Service A,2024-02-29,1983-01-17,2016-08-08,2022-03-31
EMP70648,Orphée,Colomb,Cadre B,Achats,Niveau 1,apte,F,Service E,2023-02-28,1970-05-05,2013-03-18,2002-11-30
EMP42155,Yael,Fournier,Technicien,RH,Niveau 2,APTE,M,Direction,2025-01-31,1983-04-03,2015-04-09,2005-07-31
EMP39875,Hadrien,Dumas,Agent,Informatique,Aucune,APTE,F,Service B,2023-09-30,1978-11-07,2021-08-14,1900-01-01
EMP61234,Perle,Girard,Cadre B,Qualité,Niveau 1,RESTRICTION,F,Service A,2023-07-31,1981-02-01,2024-07-05,2002-05-31
EMP57545,Florian,André,Agent,Finance,Niveau 2,EN_ATTENTE,F,Service B,2024-05-31,1994-02-14,2006-10-26,2007-10-31
EMP17575,Lola,Rolland,Agent,Qualité,Habilitation spéciale,APTE,Femme,Service E,2025-01-31,1968-08-26,1989-03-06,1900-01-01
EMP80208,Aimé,Clement,Agent Principal,Logistique,Formation sécurité,RESTRICTION,F,Service C,2024-09-30,1990-01-22,1998-12-23,2022-03-31
EMP80776,Michèle,Poirier,Agent Principal,Logistique,Aucune,APTE,F,Service A,2023-06-30,1993-04-12,1983-07-03,1987-07-31
EMP95845,Romain,Da silva,Agent Principal,Qualité,Aucune,APTE,M,Service B,2023-11-30,1976-10-30,1999-02-27,1991-01-31
EMP72253,Mathilde,Barbier,Cadre A,RH,AUCuNe,apte,F,Service A,2024-01-31,2000-09-10,2014-12-23,2023-11-30
EMP13565,Ségolène,Daniel,Agent Principal,Juridique,Niveau 2,RESTRICTION,M,Service A,2024-12-31,1997-11-17,2003-03-02,2010-10-31
EMP40133,Aurane,Rousseau,   Agent Principal,RH,Aucune,EN_ATTENTE,F,Service D,2024-08-31,1979-11-14,1991-12-28,1989-09-30
EMP84900,Achille,Colomb,Cadre B,Maintenance,Niveau 1,APTE,M,Service B,2024-05-31,1979-06-11,2008-08-19,2019-08-31
EMP94950,Alexandre,Lemonnier,Ingénieur,RH,Niveau 1,apte,M,Direction,2024-04-30,1984-04-20,1980-02-14,1997-07-31
EMP58179,Calixte,Tessier,Ingénieur en chef,LOgiStiquE,Aucune,RESTRICTION,M,Service E,2023-07-31,2003-04-18,2016-03-14,2001-04-30
EMP98597,Lisa,Lacoste,Agent Principal,Achats,Niveau 2,apte,M,ServiCe_E,2023-12-31,2006-02-10,1900-01-01,1997-08-31
EMP84057,Gabriel,Lamy,Agent Principal,RH,Formation sécurité,APTE,F,Service E,2023-02-28,2000-07-14,1993-01-13,2014-07-31
EMP85972,SyLVaiN,Delorme,TecHnIciEN,Maintenance,Aucune,APTE,F,Service E,2024-12-31,1974-02-18,2008-04-29,1900-01-01
EMP80644,Gaël,Guichard,Technicien en chef,Finance,Niveau 1,RESTRICTION,F,Service B,2024-05-31,2000-07-24,2024-05-04,2017-10-31
EMP12794,Tristan,Bénard,Technicien,Finance,Aucune,APTE,M,DiReCtiOn,2024-03-31,2006-03-29,1985-03-11,2011-08-31
EMP79050,HEctoR,Mathieu,Technicien,Finance,Aucune,RESTRICTION,M,Service B,2023-01-31,2002-02-11,1986-12-15,2013-04-30
EMP42670,DaPhnÉ,Pelletier,Ingénieur,Maintenance,Niveau 2,RESTRICTION,M,Service A,2023-05-31,2000-11-22,2002-05-24,1985-08-31
EMP33281,Justine,Maréchal,Technicien en chef,Juridique,Niveau 2,apte,M,Service C,2024-04-30,1994-07-07,1900-01-01,2024-04-30
EMP47440,Océane,Lemoine,Agent Principal,Logistique,Niveau 2,EN_ATTENTE,M,Direction,2023-12-31,2008-01-03,1900-01-01,1984-01-31
EMP52209,Lysandre,Chevalier,Ingénieur,Juridique,Habilitation spéciale,APTE,M,Service D,2024-08-31,1981-07-14,1992-09-07,2006-06-30
EMP71468,Guillaume,Gros,TeChniciEn,Qualité,Niveau 1,APTE,M,DirEction,2023-08-31,1967-01-22,2005-08-12,2012-01-31
EMP60223,Nadia,Chambon,Agent Principal,Informatique,Niveau 2,APTE,Homme,Service D,2024-02-29,1977-06-29,2016-07-06,2014-03-31
EMP87501,Dorian,Rivière,Agent,Juridique,Niveau 2,APTE,F,Service A,2024-09-30,1984-04-15,2006-06-05,1995-08-31
EMP95926,Héloïse,Dupuy,Technicien en chef,Qualité,Aucune,EN_ATTENTE,F,Direction,2024-11-30,1990-07-18,2014-06-09,1997-11-30
EMP43099,Malvina,Colomb,Technicien,Informatique,Niveau 2,RESTRICTION,M,Service B,2024-06-30,2005-08-09,1991-01-18,1981-05-31
EMP28701,Lancelot,Charrier,Agent Principal,Logistique,Niveau 2,APTE,F,Service C,2024-07-31,1967-02-11,1990-07-15,1981-04-30
EMP11071,Jacques,Lemoine,Agent Principal,Maintenance,Niveau 1,EN_ATTENTE,F,Service C,2024-03-31,1971-05-16,2002-09-04,2012-04-30
EMP16040,Narcisse,Talbot,Agent,Informatique,Habilitation spéciale,APTE,F,Service C,2024-06-30,1974-08-19,2024-11-27,2015-06-30
EMP76833,Rachel,Masson,Cadre B,Qualité,Habilitation spéciale,EN_ATTENTE,F,Service A,2024-02-29,1965-04-01,1991-11-06,1994-08-31
EMP15391,Mila,Daniel,Agent Principal,Maintenance,Aucune,APTE,M,Service A,2024-08-31,1998-11-02,2018-12-08,2013-07-31
EMP44481,Oscar,Morel,Technicien,Informatique,Niveau 2,apte,Homme,Direction,2023-10-31,1961-12-24,1997-06-18,1995-03-31
EMP87172,Franck,Dufresne,Technicien,Maintenance,Niveau 2,APTE,M,Service B,2024-04-30,1990-02-15,1900-01-01,1998-06-30
EMP30650,Amaya,Boyer,Cadre A,Informatique,Niveau 2,APTE,F, Service E,2024-06-30,2002-01-18,2020-08-11,2019-09-30
EMP24235,Maxime,Chambon,Cadre  B,Maintenance,Niveau 1,APTE,M,Direction,2024-06-30,1970-08-05,1981-06-02,2005-02-28
EMP84395,Olivia,Berger,Technicien,Informatique,Niveau 1,APTE,F,Service A,2024-07-31,1968-09-22,2020-09-17,2023-07-31
EMP87509,Mathéo,Bertrand,Ingénieur en chef,Juridique,Niveau 1,,M,Service C,2024-11-30,1960-02-21,2008-11-15,2008-11-30
EMP95828,Yann,Colomb,Ingénieur,Juridique,Niveau 2,APTE,F,Service A,2023-04-30,1961-12-03,1994-12-18,2010-07-31
EMP35919,Arsène,Martinez,Technicien,Maintenance,Aucune,apte,F,Direction,2023-04-30,1978-03-06,1990-04-28,2004-05-31
EMP17339,Lionel,Breton,Technicien,Finance,Habilitation spéciale,APTE,F,Direction,1900-01-01,1986-05-24,2004-06-09,1989-09-30
EMP41019,Marion,Lacoste,Technicien,Logistique,Habilitation spéciale,APTE,F,Direction,2024-10-31,1976-06-24,2001-11-09,2006-09-30
EMP26600,Océane,Richard,Ingénieur,Logistique,Niveau 1,APTE,Femme,Service B,2025-01-31,1996-10-30,2024-07-23,2005-10-31
EMP50392,Gaëlle,Cousin,Technicien en chef,FiNance,Habilitation spéciale,EN_ATTENTE,M,Direction,2023-08-31,1990-11-15,1984-08-01,2023-09-30
EMP11220,Thomas,Charrier,Agent,Finance,Niveau 2,APTE,F, Direction,2024-04-30,1961-12-30,1900-01-01,1988-09-30
EMP05846,Alexis,Maillot,Cadre B,Finance,Formation sécurité,APTE,M,Service B,2024-01-31,1976-11-13,2014-01-06,1987-08-31
EMP98803,Caroline,Pothier,Technicien,Qualité,Niveau 2,RESTRICTION,M,Service E,2023-01-31,1999-08-08,2002-05-14,2004-10-31
EMP03174,Reinette,GIrArd,Agent,Finance,Aucune,,M,Service B ,2023-06-30,1971-02-24,2017-01-17,1994-06-30
EMP49111,Vincent,Chauvin,Agent_PrinciPal,Maintenance,Aucune,RESTRICTION,M,Service B,2024-08-31,1970-05-13,2021-05-01,2008-11-30
EMP92454,Achille,Pothier,Technicien en chef,Logistique,Aucune,APTE,M,Service C,2024-04-30,1981-04-08,2003-04-22,2024-01-31
EMP89250,Amélie,Nicolas,Agent Principal,Logistique,Aucune,EN_ATTENTE,F,Service C,2024-03-31,1971-02-04,1900-01-01,2001-08-31
EMP59904,Mazarine,Bourgeois,Agent,Qualité,Aucune,APTE,F, Direction,2023-11-30,2000-10-10,1986-06-19,1982-04-30
EMP14305,Blandine,Perrin,Technicien,Qualité,Niveau 1,APTE,M,DirectIoN,2023-06-30,1973-09-11,1988-08-24,2011-02-28
EMP17181,Mélissa,Dumas,Technicien,Finance,Niveau 2,APTE,M,Service A,2024-06-30,1974-08-16,2007-10-22,2020-01-31
EMP21610,Charlize,Delaunay,Agent Principal,Informatique,Aucune,APTE,M,Service B,2024-07-31,1987-05-14,2010-01-27,1900-01-01
EMP01059,Agathe,Martinez,Agent,Juridique,Niveau 2,APTE,F,Service C,2023-08-31,2000-12-27,2018-06-05,2003-09-30
EMP79671,Yael,Lambert,Ingénieur,Finance,HabIlitAtIon-spéciAle,APTE,Femme,Service E,2024-05-31,1964-07-04,1998-08-05,2002-10-31
EMP87699,Maéline,DeLoRME,Technicien,Juridique,Niveau 1,RESTRICTION,M,Service A,2023-06-30,1990-07-02,2018-05-26,2007-08-31
EMP55756,Isaure,Vidal,Ingénieur en chef,Logistique,Niveau 2,APTE,M,Service E,2024-06-30,1968-02-13,2005-06-12,2023-12-31
EMP18189,Cyprien,Rouxel,Ingénieur en chef,Qualité,Aucune,APTE,F,Service E,2024-10-31,1975-11-08,2023-04-29,1900-01-01
EMP99951,Yasmine,Dufresne,Cadre A,Logistique,Niveau 2,APTE,F,Service D,2023-02-28,1979-09-26,1982-05-31,2023-01-31
EMP90806,Pascal,Rouxel,TeCHnICien,RH,Aucune,APTE,F,Service D,2024-06-30,1996-10-31,2011-11-05,1998-05-31
EMP98690,Primevère,Serrano,Ingénieur,Juridique,Aucune,APTE,M,Direction,2024-08-31,2008-08-14,2012-05-27,2023-01-31
EMP50655,Alain,Voisin,Cadre B,LOgIstIQue   ,Niveau 1,APTE,M,Direction,2023-06-30,1964-07-13,1993-03-13,1993-07-31
EMP65523,César,Huet,Ingénieur,Informatique,Niveau 2,RESTRICTION,F,Service E,2024-10-31,1989-07-28,2001-05-21,1986-06-30
EMP49332,Gabin,Bertin,Ingénieur en chef,Achats ,Formation sécurité,apte,M,Direction,2023-02-28,2007-08-15,1989-09-28,1983-08-31
EMP47316,Cécile,LAmy,Agent Principal,Qualité,Niveau 2,APTE,F,Direction,2024-11-30,1990-04-26,2014-11-29,2010-02-28
EMP47456,Romain,Bonnel,Agent,MaiNtenaNce,Formation sécurité,APTE,M,Service B,2023-04-30,2004-12-23,2022-01-31,1998-02-28
EMP14892,Aloïs,Prevost,Ingénieur,Maintenance,Niveau 2,APTE,M,Service E,2025-01-31,1974-09-17,2017-02-26,2006-09-30
EMP55146,Flavien,Cousin,Ingénieur en chef,Logistique,Niveau 2,apte,M,Service D,2023-11-30,2006-10-06,1982-09-17,2002-03-31
EMP39117,Bruno,LefEbvre,Ingénieur,Finance ,Aucune,apte,M,Service E,2024-03-31,2006-10-03,1990-07-25,1999-02-28
EMP43366,Perrine,Gomez,Technicien en chef,Achats,Niveau 1,EN_ATTENTE,F,Service B,2023-05-31,1985-05-20,1994-07-08,2007-03-31
EMP54427,Rose,Muller,Agent,Achats,Niveau 2,APTE,M,Service E,2024-06-30,1986-07-23,1995-01-25,2008-02-29
EMP75425,Armand,Tardif,Cadre A,Informatique,Aucune,APTE,M,Service E,2023-07-31,2005-08-20,1900-01-01,2003-12-31
EMP65271,Hadrien,Martinez,Agent Principal,Logistique,Aucune,APTE,F,Service E,2024-01-31,2001-12-31,2024-11-28,1983-09-30
EMP51444,Adélaïde,Chéreau,Ingénieur en chef,Juridique,Niveau 2,APTE,M,Service B,2025-01-31,1984-09-01,1981-10-12,1994-09-30
EMP64971,Octave,Lopes,Ingénieur,Logistique,Niveau 1,APTE,M,Service E,2023-08-31,1969-02-19,2023-03-31,1980-11-30
EMP94982,Délia,Meyer,Agent Principal   ,Juridique,Aucune,APTE,M,SeRvIcE-C,2024-04-30,1974-06-17,1987-01-23,2024-10-31
EMP31479,Armelle,Breton,Ingénieur,Maintenance,Habilitation spéciale,APTE,Homme,Service B,2023-05-31,1991-02-19,2004-02-03,2017-04-30
EMP10649,Ambroise,Rouxel,Technicien en chef,RH,Niveau 2,,Femme,ServICe-A,2023-06-30,1971-09-19,1984-12-12,1990-08-31
EMP07457,Zoé,Talbot,Technicien_en_chef,Qualité,Habilitation spéciale,APTE,M,SERVicE-C  ,2025-01-31,1997-10-08,1989-04-09,2004-01-31
EMP77535,Benoît,Pelletier,Cadre B,Logistique,Habilitation spéciale,EN_ATTENTE,F,Service A,2023-01-31,2008-07-04,1985-05-26,2014-05-31
EMP84437,Théodule,Delattre,Cadre B,Logistique,Niveau 2,APTE,F,Service B,2024-06-30,1972-03-13,1999-06-26,1900-01-01
EMP15450,Denis,Bonnel,Agent,Juridique,Niveau 1,EN_ATTENTE,M,Service D,2023-12-31,1969-02-03,2010-09-15,2018-12-31
EMP78465,Pauline,Louis,Cadre B,RH,Aucune,apte,M,Service B,2023-03-31,1976-10-29,1995-02-22,2011-10-31
EMP55078,Anouk,Daniel,Agent,Qualité,Formation sécurité,APTE,M,Direction,2023-12-31,1985-10-07,1992-05-09,1980-02-29
EMP20141,Patrick,Blanchard,Technicien,Finance,Niveau 1,APTE,F,Service D,2024-06-30,1970-03-29,2024-01-24,1999-10-31
EMP15074,Hervé,Roger,Technicien,Maintenance,AucUNE,apte,F,Service C  ,2024-02-29,1971-04-17,1983-09-23,1983-07-31
EMP50913,Enzo,Talbot,Technicien,Achats,Aucune,apte,M,Direction,2023-05-31,1983-02-17,1982-02-09,1982-06-30
EMP62621,Anicet,Fabre,Agent Principal,Juridique,NIvEau-2,APTE,F,Service A,2024-07-31,1977-02-16,1980-11-09,2012-04-30
EMP50716,Morgane,Gros,Cadre B,Qualité,Niveau 1,apte,M,Service C ,2023-10-31,1977-12-03,1990-07-29,1999-10-31
EMP83161,Flavie,Labbé,Technicien,Juridique,Niveau 2,APTE,F,Service C,2023-02-28,1961-02-23,1981-10-01,1981-09-30
EMP18637,Blandine,Pottier,Technicien,Finance,NiveAu-2,RESTRICTION,M,Direction,2023-12-31,2007-01-07,1985-04-25,2017-10-31
EMP70480,Joël,Dufresne,Agent,Maintenance,Niveau 1,APTE,M,Service C,2023-12-31,1997-07-26,2013-12-09,2010-12-31
EMP27341,Bernard,Renard,Technicien en chef,Maintenance,Niveau 1,APTE,F,Direction,2024-01-31,1963-07-15,2008-12-06,1992-03-31
EMP45996,NaThalie,Bernard,Agent,RH,Aucune,APTE,M,Service E,2024-10-31,1979-12-31,2021-11-14,2001-07-31
EMP25433,Paul,Dupuy,Agent Principal,Qualité,Niveau 1,APTE,M,Service C,1900-01-01,2002-10-13,1989-02-27,2004-12-31
EMP48809,Simon,Benoit,Technicien,Juridique,Niveau 2,apte,M,Service B,2024-09-30,2008-08-01,1995-06-25,1983-04-30
EMP30757,Léa,Thomas,Technicien,Qualité,Formation sécurité,APTE,M,SeRvice-C,2023-04-30,1988-06-11,2015-03-10,2016-06-30
EMP09988,Victoria,Louis,Technicien,Informatique,Niveau 2,APTE,M,Service B,2025-01-31,1976-03-18,2005-02-27,1985-06-30
